Adobe,ADOBE,25325.99
Adobe,ADOBE SYSTEMS,30755.63
Adobe,ADOBE SYSTEMS INC,700.0
Adobe,ADOBE SYSTEMS INC.,1470.79
Adobe,ADOBE SYSTEMS INCORPERATED,250.0
Adobe,ADOBE SYSTEMS INCORPORATED,2655.0
Adobe,"ADOBE SYSTEMS, INC",500.0
Adobe,"ADOBE SYSTEMS, INC.",6298.0
Adobe,"ADOBE SYSTEMS, INCORPORATED",372.0
Adobe,"ADOBE, INC",1000.0
Airbnb,AIRBNB,37863.21
Airbnb,AIRBNB INC,375.0
Airbnb,AIRBNB INC.,2700.0
Airbnb,"AIRBNB, INC",1535.0
Airbnb,"AIRBNB, INC.",250.0
Amazon,A9/AMAZON,125.0
Amazon,AMAZON,12003.88
Amazon,AMAZON CORPORATE,266.64
Amazon,AMAZON CORPORATE LLC,1671.74
Amazon,AMAZON EDUCATION,250.0
Amazon,AMAZON INC.,508.0
Amazon,AMAZON LAB,1050.0
Amazon,AMAZON LAB126,350.0
Amazon,AMAZON PUBLISHING,1000.0
Amazon,AMAZON ROBOTICS,390.0
Amazon,AMAZON STUDIOS,1475.0
Amazon,AMAZON WEB SERVICES,11329.4
Amazon,"AMAZON WEB SERVICES, INC.",529.34
Amazon,"AMAZON, INC.",1250.0
Amazon,"AMAZON, LLC",309.5
Amazon,AMAZON.COM,2605.4
Amazon,AMAZON.COM INC,325.0
Amazon,"AMAZON.COM, INC",202273.7
Amazon,"AMAZON.COM, INC.",19080.94
Amazon,"AMAZON.COM, LLC",290.0
Amazon,"AUDIBLE, A DIVISION OF AMAZON",435.0
Amazon,SHOPBOP/AMAZON,299.0
Amazon,WOOT/AMAZON,200.0
Apple,APPLE,18228.65
Apple,APPLE INC,1251.4
Apple,APPLE INC.,444481.69
Apple,APPLE TECHNOLOGIES,450.0
Apple,"APPLE, INC",977.0
Apple,"APPLE, INC.",39832.28
Box,BOX,5560.0
Box,"BOX, INC",750.0
Box,"BOX, INC.",7325.0
Cisco,CISCO,7445.39
Cisco,CISCO INC,670.57
Cisco,CISCO SYSTEMS,140532.65
Cisco,CISCO SYSTEMS INC.,3284.0
Cisco,"CISCO SYSTEMS, INC",1275.0
Cisco,"CISCO SYSTEMS, INC.",3920.61
Cisco,"CISCO, INC",60.0
Cisco,"CISCO, INC.",70.0
Dell,DELL,7236.76
Dell,DELL COMPUTER,977.0
Dell,"DELL COMPUTER, INC.",40.0
Dell,DELL COMPUTERS,50.0
Dell,DELL INC,383.45
Dell,DELL INC.,49279.67
Dell,DELL SERVICES,2235.0
Dell,DELL SERVICES CORP,40.0
Dell,DELL SOFTWARE,1200.0
Dell,"DELL, INC",4347.0
Dell,"DELL, INC.",1601.0
Ebay,EBAY,45117.16
Ebay,EBAY ENTERPRISE,25.0
Ebay,EBAY INC,1000.0
Ebay,EBAY INC.,41811.93
Ebay,"EBAY, INC.",2885.0
Ebay,EBAY.COM,2700.0
Facebook,FACEBOOK,347029.42
Facebook,FACEBOOK INC,450.0
Facebook,"FACEBOOK, INC.",7250.0
Google/Alphabet,ALPHABET,7473.0
Google/Alphabet,ALPHABET INC,2400.0
Google/Alphabet,ALPHABET INC.,927.0
Google/Alphabet,"ALPHABET, INC.",8218.0
Google/Alphabet,GOOGLE,1064486.92
Google/Alphabet,GOOGLE (YOUTUBE),159.0
Google/Alphabet,GOOGLE AUSTRALIA,250.0
Google/Alphabet,GOOGLE CAPITAL,500.0
Google/Alphabet,GOOGLE DEEPMIND,150.0
Google/Alphabet,GOOGLE FIBER,1500.0
Google/Alphabet,GOOGLE INC,438.45
Google/Alphabet,GOOGLE INC.,4660.55
Google/Alphabet,GOOGLE IRELAND LTD,1250.0
Google/Alphabet,GOOGLE NEST,1350.0
Google/Alphabet,GOOGLE VENTURES,5375.0
Google/Alphabet,GOOGLE X,2700.0
Google/Alphabet,"GOOGLE, INC",3905.0
Google/Alphabet,"GOOGLE, INC.",34774.0
Google/Alphabet,NEST/GOOGLE,568.56
Hewlett-Packard,HEWLETT PACKARD,110982.74
Hewlett-Packard,HEWLETT PACKARD COMPANY,942.0
Hewlett-Packard,HEWLETT PACKARD CORP.,240.0
Hewlett-Packard,HEWLETT PACKARD ENT,250.0
Hewlett-Packard,HEWLETT PACKARD ENTERPRISE,11539.43
Hewlett-Packard,HEWLETT PACKARD ENTERPRISE SERVICES,651.0
Hewlett-Packard,HEWLETT PACKARD ENTERPRISES,3210.0
Hewlett-Packard,HEWLETT PACKARD INC,840.0
Hewlett-Packard,HEWLETT PACKARD INC.,98.0
Hewlett-Packard,HEWLETT PACKARD LABS,300.0
Hewlett-Packard,"HEWLETT PACKARD, INC.",500.0
Hewlett-Packard,HEWLETT-PACKARD,3318.44
Hewlett-Packard,HEWLETT-PACKARD CO.,501.0
Hewlett-Packard,HEWLETT-PACKARD ENTERPRISE,3350.0
Hewlett-Packard,HEWLETT-PACKARD INC.,350.0
Hewlett-Packard,"HEWLETT-PACKARD, INC.",450.0
Hewlett-Packard,HP ENTERPRISE,2737.95
Hewlett-Packard,HP ENTERPRISE SERVICES,250.0
Hewlett-Packard,HP INC,4095.0
Hewlett-Packard,HP INC.,13069.69
Hewlett-Packard,HP LABS,800.0
Hewlett-Packard,"HP, INC",664.8
Hewlett-Packard,"HP, INC.",3795.0
IBM,IBM,291034.38
IBM,IBM - THE WEATHER COMPANY,2.4
IBM,IBM / USMC,92.31
IBM,IBM CANADA,500.0
IBM,IBM COMPANY,50.0
IBM,IBM CORP,1630.57
IBM,IBM CORP.,195.0
IBM,IBM CORPORATION,3838.82
IBM,IBM CORPRATION,250.0
IBM,IBM GLOBAL BUSINESS SERVICES,200.0
IBM,IBM RESEARCH,547.9
IBM,IBM RETIRED AND BUSINESS OWNER,250.0
IBM,IBM RETIREE,10.0
IBM,IBM USA,198.09
IBM,IBM WATSON HEALTH,500.0
IBM,IBM WATSON RESEARCH CENTER,100.16
IBM,"IBM, CORPORATION",80.0
IBM,"IBM, INC",200.0
IBM,IBM/GLOBAL FOUNDRIES,100.0
IBM,"MERGE HEALTHCARE, AN IBM COMPANY",25.0
IBM,"METEORIX, AN IBM COMPANY",50.0
IBM,PHYTEL AN IBM COMPANY,400.0
IBM,"SOFTLAYER, IBM COMPANY",243.31
IBM,TRUVEN HEALTH AN IBM COMPANY,120.0
IBM,TRUVEN HEALTH ANALYTICS AN IBM COMPANY,181.51
IBM,"TRUVEN HEALTH ANALYTICS INC, AN IBM CO",300.0
Intel,INTEL,4338.61
Intel,INTEL CORP,1000.0
Intel,INTEL CORP.,119313.52
Intel,INTEL CORPORATION,4028.3
Intel,INTEL CORPORTATION,4.8
Intel,"INTEL, INC.",692.64
Microsoft,MICROSOFT,520919.16
Microsoft,MICROSOFT (CHINA) CO. LTD.,500.0
Microsoft,MICROSOFT CORP,397.2
Microsoft,MICROSOFT CORP.,10152.12
Microsoft,MICROSOFT CORPORATION,44892.63
Microsoft,MICROSOFT VENTURES,1000.0
Netflix,NETFLIX,63697.27
Netflix,NETFLIX INC.,455.0
Netflix,"NETFLIX, INC",2800.0
Netflix,"NETFLIX, INC.",1196.0
Oracle,ORACLE,13903.26
Oracle,ORACLE AMERICA,231.0
Oracle,"ORACLE AMERICA, INC.",1150.0
Oracle,ORACLE AMERICAS,250.0
Oracle,"ORACLE AMERICAS, INC.",35.0
Oracle,ORACLE COROPRATION,1000.0
Oracle,ORACLE CORP,10617.7
Oracle,ORACLE CORP.,110271.72
Oracle,ORACLE CORPORATION,30263.76
Oracle,ORACLE INC.,885.0
Oracle,ORACLE USA,892.03
Oracle,"ORACLE USA, INC",1450.0
Oracle,"ORACLE USA, INC.",80.0
Oracle,"ORACLE, CORP.",85.0
Oracle,"ORACLE, INC.",1000.0
Oracle,ORACLE.COM,226.5
Salesforce,SALESFORCE,40332.28
Salesforce,"SALESFORCE, INC.",2700.0
Salesforce,SALESFORCE.COM,265323.05
Salesforce,"SALESFORCE.COM, INC.",1500.0
Salesforce,SALESFORCE.ORG,9055.0
Salesforce,SALESFORCEIQ,600.0
Square,SQUARE,8172.45
Square,SQUARE INC,310.0
Square,SQUARE INC.,9180.0
Square,"SQUARE, INC",100.0
Square,"SQUARE, INC.",5551.95
Twitter,TWITTER,24715.42
Twitter,TWITTER INC.,4450.0
Twitter,"TWITTER, INC",3200.0
Twitter,"TWITTER, INC.",57773.39
Uber,KIDS TIME N/UBER,4.0
Uber,UBER,2792.6
Uber,UBER LIMOUSINE,80.0
Uber,UBER TEC,75.0
Uber,"UBER TECHNOLOGIEES, INC.",200.0
Uber,UBER TECHNOLOGIES,250.0
Uber,UBER TECHNOLOGIES INC.,327.0
Uber,"UBER TECHNOLOGIES, INC",29695.75
Uber,"UBER TECHNOLOGIES, INC.",1121.55
Uber,"UBER, INC.",3700.0
